Sujeto,Relación,Objeto
Apprenticeship laws,provision,allowed courts to bind black children to white masters without parental permission
Governor of Mississippi (Reconstruction),prior role,Confederate general
Governor of South Carolina (Reconstruction),prior role,Confederate senator
Governor of North Carolina (Reconstruction),prior role,Confederate state treasurer
Alexander H. Stephens,prior role,Confederate vice president
Alexander H. Stephens,elected position (rejected by Congress),U.S. Senate (Georgia)
U.S. Senate,action in December 1865,refused to admit new southern representatives
U.S. House of Representatives,action in December 1865,refused to admit new southern representatives
Freedmen's Bureau,original term,one year
Civil Rights Bill of 1866,provision,granted U.S. citizenship to all native-born Americans of every race
Civil Rights Bill of 1866,exception to citizenship provision,Native Americans living under tribal governments
Civil Rights Bill of 1866,overturned case,Dred Scott case of 1857
Dred Scott case of 1857,ruling,restricted citizenship to whites
Civil Rights Bill of 1866,rights not secured,"right to vote, hold office, or serve on juries"
Civil Rights Bill of 1866,rights guaranteed,"right to move, earn a living, make contracts, conduct lawsuits, testify in court"
Andrew Johnson,action in February 1866,vetoed Freedmen's Bureau Bill
Andrew Johnson,action in March 1866,vetoed Civil Rights Bill
U.S. Congress,action after vetoes,enacted Civil Rights and Freedmen's Bureau Bills over Johnson's veto
Memphis riot,date,early May 1866
Memphis riot,casualties,46 blacks and 2 whites killed
Memphis riot,additional violence,"rape of at least 5 black women, arson of hundreds of black homes and churches"
New Orleans massacre,date,end of July 1866
New Orleans massacre,casualties,34 blacks and 3 white Republicans killed
General Philip Sheridan,description of New Orleans massacre,absolute massacre
Fourteenth Amendment,proposal method,went directly to states for ratification
Fourteenth Amendment,ratification year,1868
"Fourteenth Amendment, Section 1",provision,made all US-born persons citizens of United States and of their state of residence
"Fourteenth Amendment, Section 1",prohibition,states cannot limit privileges and immunities of US citizens
"Fourteenth Amendment, Section 1",prohibition,"states cannot take life, liberty, or property without due process of law"
"Fourteenth Amendment, Section 1",guarantee,equal protection of the laws to all persons
"Fourteenth Amendment, Section 2",provision,states denying adult male citizens right to vote would face proportionate reduction in congressional delegations
"Fourteenth Amendment, Section 3",provision,officials who swore to support US Constitution but served Confederacy could not vote or hold office without congressional permission
Tennessee,action on Fourteenth Amendment,ratified (only seceding state to do so initially)
All seceding states except Tennessee,action on Fourteenth Amendment in summer and fall 1866,refused to ratify
Congressional elections of fall 1866,result,two-thirds Republican majority in both houses of Congress
Reconstruction Acts,first act date,"March 2, 1867"
Reconstruction Acts,number of statutes,four
"Reconstruction Acts, first act",provision,divided ten nonratifying states into five military districts
Reconstruction Acts,voting rights granted,all adult black men could vote for and serve as convention delegates
Reconstruction Acts,voting restriction,barred ex-Confederates proscribed by Fourteenth Amendment
Reconstruction Acts,requirement for new constitutions,must grant voting rights to black men and bar proscribed ex-Confederates
Reconstruction Acts,condition for congressional representation,ratification of Fourteenth Amendment
Second Reconstruction Act,date,March 1867
Third Reconstruction Act,date,July 1867
Fourth Reconstruction Act,date,March 1868
Tenure in Office Act,provision,banned dismissal of officials confirmed by Senate
Edwin M. Stanton,position,Secretary of War
Edwin M. Stanton,affiliation,Republican holdover from Lincoln's cabinet
Andrew Johnson,action regarding Stanton,fired Edwin M. Stanton
U.S. House of Representatives,"action on February 24, 1868",voted to impeach Andrew Johnson
Andrew Johnson impeachment,basis,defiance of Tenure in Office Act
Andrew Johnson impeachment articles,number,eleven
Andrew Johnson impeachment trial,location,U.S. Senate
Andrew Johnson impeachment trial,presiding officer,Chief Justice
Andrew Johnson impeachment trial,conviction requirement,two-thirds Senate vote
Benjamin Wade,position,president pro tempore of Senate
Benjamin Wade,affiliation,Radical Republican
Benjamin Wade,role in succession,designated successor to Andrew Johnson
Andrew Johnson impeachment trial,date,May 1868
Andrew Johnson impeachment trial,result,acquittal by exactly one vote
Seven Republicans,impeachment trial action,joined all Senate Democrats in voting for acquittal
Andrew Johnson,sought position in 1868,Democratic nomination for president
Andrew Johnson,position shortly before death,U.S. Senate
Andrew Johnson,year of death,1875
Ulysses S. Grant,position elected to in 1868,President of the United States
Ulysses S. Grant,party affiliation,Republican
Union League,original type,wartime patriotic organization
Union League,Reconstruction role,mobilized and educated black voters
Southern Republican Party members,primary group,former slaves
Native white Republicans (scalawags),typical origins,"yeoman or poor white classes, nonslaveholding upland districts, business interests"
James L. Alcorn,position,Governor of Mississippi
James L. Alcorn,prior affiliation,Whig member of antebellum elite
Northern newcomers to South (carpetbaggers),typical arrival time,during or following the war
Northern newcomers to South (carpetbaggers),typical affiliations,"Union Army, Freedmen's Bureau, private relief agencies, businessmen"
South Carolina constitutional convention delegates,composition,blacks formed a majority
Louisiana constitutional convention delegates,composition,blacks formed a majority
New southern state constitutions,provisions,up-country voters gained more-equal representation
New southern state constitutions,provisions,voters rather than legislatures chose most state officials
New southern state constitutions,provisions,appointed local governments became elective
New southern state constitutions,provisions,wealthy faced higher taxes
New southern state constitutions,provisions,"public schools, poor relief, mental hospitals, orphanages became required"
New southern state constitutions,provisions,"prison sentences replaced punishments like whipping, branding, cropping of ears"
New southern state constitutions,provisions,expanded property rights of women
New southern state constitutions,provisions,liberalized divorce laws
Most new southern state charters,voter approval year,1868
All seceding states,reentry to Union completion year,by 1870
Blanche K. Bruce,position elected to,U.S. Senator
Blanche K. Bruce,state represented,Mississippi
Hiram Revels,position elected to,U.S. Senator
Hiram Revels,state represented,Mississippi
South Carolina lower house,unique composition during Reconstruction,briefly had black legislative majority
African Americans during Reconstruction,offices held,"state legislators, city council members, county commissioners, justices of peace, sheriffs, policemen"
Reconstruction government legislatures,actions,eliminated vestiges of Black Codes
Reconstruction government legislatures,actions,eliminated other forms of state-sponsored discrimination
Reconstruction government legislatures,actions,strengthened rights of tenants and employees
Several Reconstruction governments,integration efforts,"fought to integrate public accommodations like railroads, streetcars, hotels, restaurants, theaters"
Most Reconstruction governments,school integration policy,did not mix races in public schools
Most Reconstruction governments,increased expenditures for,"education, health care, penitentiaries, poor relief"
Reconstruction governments,primary economic development support,railroad construction
Pocahontas,spouse of,John Rolfe
John Rolfe,experimenter with,tobacco crop
tobacco plant,use by,Native Americans in ceremonies
Sir Walter Raleigh,popularizer of smoking in,Elizabeth's court
Virginia,native tobacco variety of,harsh tobacco
John Rolfe,discoverer that Caribbean tobacco variety grew well at,Jamestown
John Rolfe,seller of tobacco shipment in,1617
tobacco,use as money in,Virginia
Virginia Company,year of arrival of Dutch vessel in Jamestown,1619
Dutch vessel,cargo exchanged,twenty negars
indentured servants,labor property of,indenture owner
Virginia Company,land grant to veteran employees,100 acres
headright,land amount,50 acres
Richard Frethorne,author of letter to,his parents
Richard Frethorne,year of death,within a year after 1622
Virginia Company,number of settlers brought 1619-1622,"3,570"
Sir George Yeardley,position of,Governor
Sir George Yeardley,year of arrival,1619
General Assembly,composed of,Governor's appointed Council and House of Burgesses
House of Burgesses,election by,colonists
Powhatan,year of death,1617
Opechancanough,successor of,Powhatan
Opechancanough,date of attack,"March 22, 1622"
"massacre of March 22, 1622",number of colonists killed,347
Powhatans,year of second attack,1644
King James,son,King Charles I
King Charles I,proclamation year of Virginia as royal colony,1625
Virginia Company,year of charter revocation,1623
Virginia,type of colony after 1625,royal colony
House of Burgesses,election by,freeholders of Virginia
General Assembly of Virginia,structure,bicameral assembly
Governor's Council and House of Burgesses,function,passage of colonial laws
county court,composition,justices of the peace sitting together
Anglican Church,legal status in Virginia,established religion
parish,governing body,vestry
vestry,composition,prominent laymen
King Charles,year of Maryland grant,1632
Maryland,named in honor of,King Charles's wife
George Calvert,title,Lord Baltimore
George Calvert,role in,Virginia Company
Cecilius Calvert,title,Lord Baltimore and first Lord Proprietor of Maryland
Cecilius Calvert,father,George Calvert
Maryland,type of colony,proprietary colony
Maryland,economic basis,tobacco
Calverts,religion,Roman Catholics
Act Concerning Religion,year of ratification,1649
Act Concerning Religion,guarantee,religious freedom for competing denominations of English Christians
Bacon's Rebellion,year,1676
fall line,definition,band of rapids blocking river passage from coastal plain to piedmont uplands
Susquehannocks,dominance over,diverse Indian peoples beyond the fall line
William Berkeley,position of,Governor of Virginia
conflict with Doeg Indians and Susquehannocks,year of ignition,1675
Nathaniel Bacon,age at arrival in Virginia,27
Nathaniel Bacon,role in,rebellion against Governor Berkeley
Jamestown,burned by,Nathaniel Bacon's followers
Nathaniel Bacon,month and year of death,October 1676
defeated Virginia tribes,number of captives sold in next generation,"30,000-50,000"
William Berkeley,number of rebels hanged,23
Puritans,goal,purify the English church and nation
Puritans,leadership role in,settlement of New England colonies
Ku Klux Klan,founding year,1866
Ku Klux Klan,founding location,"Pulaski, Tennessee"
Ku Klux Klan,name origin,kuklos (Greek word for circle)
Ku Klux Klan,founder group,Confederate veterans
Albion W. Tourgée,place of birth,Ohio
Albion W. Tourgée,occupation,judge
William W. Holden,position of,Governor of North Carolina
Fifteenth Amendment,year of Congressional approval,1869
Fifteenth Amendment,year of state ratification,1870
Fourteenth Amendment,notable feature,inserted the word male into the Constitution for the first time
Elizabeth Cady Stanton,co-leader of,National Woman Suffrage Association
Susan B. Anthony,co-leader of,National Woman Suffrage Association
Lucy Stone,co-leader of,American Woman Suffrage Association
Julia Ward Howe,occupation,abolitionist
Julia Ward Howe,co-leader of,American Woman Suffrage Association
National Woman Suffrage Association,year of formation,1869
American Woman Suffrage Association,year of formation,1869
National Woman Suffrage Association,reunification year with American Woman Suffrage Association,1890
Wyoming,year of granting voting rights to women,1869
Utah,year of granting voting rights to women,1870
Frederick Douglass,occupation,editor
Frederick Douglass,occupation,abolitionist
Horace Greeley,occupation,editor
Amos T. Ackerman,position of,Attorney General
North Carolina,year of Republican loss of control,1870
William Seward,position of,Secretary of State
Alaska,year of purchase from Russia,1867
Five Civilized Tribes,location,Indian Territory (modern Oklahoma)
Five Civilized Tribes,member tribes,"Choctaws, Chickasaws, Cherokees, Creeks, and Seminoles"
Stand Watie,military rank,brigadier general
Stand Watie,ethnicity,Cherokee
Battle of Glorieta Pass,location,New Mexico
Battle of Glorieta Pass,year of occurrence,1862
Lakota people,attack location,southwest Minnesota
Lakota people,year of attack,1862
Abraham Lincoln,number of tribal leaders hanged,38
Homestead Act,year of passage,1862
Union Pacific Railroad,year of charter,1862
Central Pacific Railroad,year of charter,1862
Sand Creek Massacre,year of occurrence,1864
Sand Creek Massacre,location,"Sand Creek, Colorado"
Sand Creek Massacre,victim tribes,Cheyenne and Arapahoe
Sand Creek Massacre,number of victims,more than 150
Ulysses S. Grant,position of,President
Ely Parker,ethnicity,Seneca Indian
Ely Parker,position of,commissioner of the Bureau of Indian Affairs
Battle of the Little Bighorn,year of occurrence,1876
George Armstrong Custer,military rank,Lieutenant Colonel
Sitting Bull,ethnicity,Lakota
William T. Sherman,military rank,General
Richard Dodge,military rank,Colonel
American bison,near extinction year,1900
Union Pacific Railroad,meeting location with Central Pacific Railroad,"Promontory Point, Utah"
Union Pacific Railroad,year of meeting with Central Pacific Railroad,1869
Homestead Act,land grant amount,160 acres
Homestead Act,residency requirement,five years
Minneapolis,primary industry,flour milling
Chicago,primary industry,flour milling
Chisholm Trail,type,cattle drive route
Abilene,location,Kansas
Abilene,type,cow town
Wichita,location,Kansas
Wichita,type,cow town
Dodge City,location,Kansas
Dodge City,type,cow town
refrigerated railroad car,year of introduction,1882
Swift,industry,meatpacking
Armour,industry,meatpacking
Swift,location,stockyards of the South Side of Chicago
Armour,location,stockyards of the South Side of Chicago
Chinese Exclusion Act,year of passage,1882
Chinese Exclusion Act,significance,first law to ban the immigration of an entire ethnic group
The South,region of,United States
The West,region of,United States
Ulysses S. Grant,position of,President of the United States
Crédit Mobilier,type of,railroad construction firm
Crédit Mobilier,owned by,officers of the Union Pacific Railroad
Union Pacific Railroad,type of,railroad
Jay Gould,occupation,financier
Jim Fiske,occupation,financier
William W. Belknap,position of,Secretary of War under Grant
Whiskey Ring,type of,conspiracy to evade federal excise taxes
Liberal Republicans,type of,Republican faction
Horace Greeley,occupation,founding editor of the New York Tribune
New York Tribune,type of,Republican newspaper
Horace Greeley,political affiliation,ex-Whig
Horace Greeley,presidential nominee of,Liberal Republicans in 1872
Ulysses S. Grant,election victory in,1872 presidential election
Slaughter-House Cases,date of occurrence,1873
Slaughter-House Cases,location of,New Orleans
U.S. v. Cruikshank,date of occurrence,1876
William Cruikshank,legal status in,defendant in U.S. v. Cruikshank
Enforcement Act of 1870,type of,federal legislation
Panic of 1873,type of,economic crisis
Panic of 1873,date of occurrence,1873
Charles Sumner,political affiliation,Radical Republican
Civil Rights Act of 1875,date of enactment,1875
Ku Klux Klan Act,type of,federal legislation
Rutherford B. Hayes,occupation,governor of Ohio
Rutherford B. Hayes,military service in,Union Army
Rutherford B. Hayes,presidential nominee of,Republican Party in 1876
Samuel J. Tilden,occupation,governor of New York
Samuel J. Tilden,presidential nominee of,Democratic Party in 1876
Boss William M. Tweed,location of activity,New York City
Tweed Ring,type of,corrupt political organization
Tweed Ring,location of,New York City
Compromise of 1877,date of occurrence,1877
Wormeley House Hotel,location of,Washington
Henry Watterson,occupation,Kentucky editor
Henry Watterson,political affiliation,southern Democrat
James A. Garfield,political affiliation,Ohio Republican
Rutherford B. Hayes,election to,President of the United States in 1877
Thirteenth Amendment,part of,U.S. Constitution
Fourteenth Amendment,part of,U.S. Constitution
Fifteenth Amendment,part of,U.S. Constitution
Labor Reform Party,type of,political party
Greenback Party,type of,political party
White Leagues,type of,white supremacist organization
Red Shirts,type of,white supremacist organization
Grant Parish,location of,Colfax Massacre
New Orleans,location of,Slaughter-House Cases
Florida,disputed state in,1876 presidential election
South Carolina,disputed state in,1876 presidential election
Louisiana,disputed state in,1876 presidential election
Anglican Church under Queen Elizabeth,theological orientation,moderately Calvinist
Anglican Church,service language,English
Anglican Church,clergy marriage policy,allowed
Anglican Church,governance structure,hierarchy of bishops and archbishops
Anglican Church,supervision structure for,parish priests or ministers
Anglican Church,regulatory body,church courts
Ministers of Anglican Church,liturgical garment type,Catholic-style vestments
Ministers of Anglican Church,liturgical text used,Book of Common Prayer
English Christians,legal membership status in,Church of England
Puritans,nationality,English
Puritans,theological affiliation,followers of John Calvin
John Winthrop,occupation,Puritan gentleman and rural landowner
John Winthrop,year of reflection quoted,1629
Puritanism,period of growth under,reign of Elizabeth
Puritans,social class composition,most numerous in the middling ranks of society
Puritan movement,geographic association,areas abandoning traditional economy for trading and manufacturing
Harvard College,location,Cambridge
John Harvard,contribution,money for training of godly ministers
Harvard College,namesake,John Harvard
Harvard College,founding year,1636
Separatists,congregation origin,village of Scrooby in Nottinghamshire
Separatists from Scrooby,year of seeking refuge in Holland,1608
Separatists from Scrooby,destination decision,Virginia
Separatists from Scrooby,financial backing source,Virginia Company
Pilgrims,departure port,Plymouth
Pilgrims,year of departure,1620
Pilgrims,vessel name,Mayflower
Mayflower,passenger count,102
Mayflower,intended destination,mouth of the Hudson River
Mayflower,actual landing location,Cape Cod
Mayflower,landing month,mid-November
Mayflower Compact,function,tied passengers together as a civil body politic
William Bradford,position in Plymouth,governor
Plymouth,naming origin,port of departure
Plymouth,form of government,America's first republic
Squanto,tribal affiliation,Patuxet Indian
Squanto,role,mediator between Pilgrims and Wampanoags
Massasoit,position,Wampanoag sachem
Massasoit,treaty type with Pilgrims,treaty of friendship
Pilgrims,year of first harvest,1621
Pilgrims,guest at first Thanksgiving,Massasoit and his warriors
First Thanksgiving,duration,five days
Plymouth colony,settlement pattern,married couples and their children
Plymouth colony,primary agricultural product,foodstuffs
Plymouth colony,export products,fish and furs
Plymouth colony,location,southeast corner of modern Massachusetts
Plymouth colony,year of merger with Massachusetts,1691
King Philip's War,time period,1675-1676
King Charles I,predecessor,James I
King Charles I,year of succession,1625
William Laud,position,archbishop of Canterbury
John Winthrop,consideration in late 1620s,seeking refuge in America
Governor and Company of the Massachusetts Bay in New England,type,trading company transformed into civil government
John Winthrop,position in Massachusetts Bay,governor
John Winthrop,terms served as governor,13 one-year terms between 1629 and 1649
John Winthrop,year of death,1649
John Winthrop and first settlers,year of arrival at Massachusetts Bay,1630
John Winthrop and first settlers,month of arrival,June 1630
John Winthrop and first settlers,vessel name,Arbella
First group of settlers to Massachusetts Bay,size,400 settlers
Great Migration to Massachusetts,time period,ensuing decade after 1630
Great Migration,total number of settlers,"about 10,000"
Great Migration,composition,mostly English Puritan couples with their children
Boston,founder,John Winthrop's group
Boston,location,peninsula jutting into harbor from Charles River's south shore
John Winthrop,sermon title,A Modell of Christian Charity
A Modell of Christian Charity,delivery location,Arbella
"Dedham, Massachusetts",founding year,1636
Massachusetts Puritans,church governance type,congregational
Harvard College,purpose,training of godly ministers
Massachusetts colonial government,education requirement,each town maintain a common school
Massachusetts Bay,population by 1660,"as high as 20,000"
Massachusetts Bay,population by end of seventeenth century,"almost three times 20,000"
Reverend Thomas Hooker,year of travel west,1635
Reverend Thomas Hooker's group,town founded,Hartford
Hartford,location,Connecticut River Valley
Connecticut,establishment of General Court,by 1639
Connecticut,colony absorbed,New Haven
Massachusetts,territory kept until nineteenth century,Maine
Roger Williams,occupation,minister
Roger Williams,year of arrival in Massachusetts,1631
Roger Williams,place of preaching,Salem
Roger Williams,founder of,Rhode Island
Rhode Island,founding date,January 1636
Anne Hutchinson,arrival date in Massachusetts,1634
Anne Hutchinson,religious belief,antinomianism
John Cotton,occupation,minister
John Wheelwright,founder of,New Hampshire
John Wheelwright,occupation,minister
Anne Hutchinson,place of residence,Rhode Island
Anne Hutchinson,place of residence,New Netherland
Anne Hutchinson,date of death,1643
Rhode Island,form of government,town government
Rhode Island,type of churches,congregational churches
Rhode Island,religious policy,liberty of conscience
Roger Williams,role in,leading citizen of Rhode Island
Charles I,date of death,1649
Oliver Cromwell,occupation,Puritan general
Oliver Cromwell,date of death,1658
Charles II,return date to England,1660
John Winthrop (Governor),date of death,1649
Halfway Covenant,year of adoption,1662
William Bradford,position of,Governor of Plymouth colony
Increase Mather,position of,president of Harvard
John Eliot,occupation,missionary to Indians
Pequot War,year of occurrence,1637
Wethersfield,location,Connecticut
Metacom's War,years of occurrence,1675 and 1676
Metacom,also known as,King Philip
Metacom,position of,sachem of the Wampanoags
Metacom,father,Massasoit
Metacom,location of residence,eastern side of Narragansett Bay
Mary Rowlandson,occupation,minister's wife
Mary Rowlandson,place of residence,"Lancaster, Massachusetts"
Mary Rowlandson,author of,The Sovereignty and Goodness of God
Metacom's War,English casualties,at least 600 lives
Metacom's War,English property losses,"8,000 cattle"
Metacom's War,English property losses,"1,200 houses"
Metacom's War,expenses,"£150,000"
Metacom's War,Indian casualties,"about 3,000 men, women, and children"
England,acquisition date of New Netherland,1667
New Netherland,renamed to,New York
New Netherland,date of English acquisition,1664
Charles II,gave New York to,"James, the Duke of York"
"James, the Duke of York",ascension to throne,1685
James II,overthrown in,Glorious Revolution
William and Mary,position of,King and Queen of England
Jacob Leisler,occupation,major in New York militia
Jacob Milborne,relationship to Jacob Leisler,son-in-law
Jacob Leisler,date of execution,May morning in 1691
Jacob Milborne,date of execution,May morning in 1691
Henry Sloughter,position of,governor of New York
Leisler's Rebellion,duration,nearly two years
New Netherland,later name,New York
New Netherland,type of colony,proprietorship
New Netherland,established during,Stuart Restoration
New Netherland,location between,Chesapeake and New England
Hudson River Valley,product export,food
Hudson River Valley,commercial role,highway for fur trade
James II,position held in,kingdom and colony
James II,policy toward,representative assemblies
Jacob Leisler,action taken,coup
New York,colonial status,one of the colonies that became the United States
Spain,territorial claim in 18th century,empire stretching from California and Florida to southern tip of South America
Spain,product from mines,silver
Spain,economic decline began,early seventeenth century
viceroyalty of New Spain,capital city,Mexico City
Mexico City,former name,Tenochtitlán
viceroyalty of New Spain,territorial extent,all Spanish territory north of Panama
cabildos,type of body,local town councils
encomienda,type of system,tribute system
peonage,definition,state of semibondage
mestizos,parents,white and Indian
mulattos,parents,white and African
San Agostino (St. Augustine),founding year,1565
New Mexico,founding year,1598
Jamestown,year English arrived,1607
Texas,year of Spanish settlement,1691
California,year of Spanish settlement,1769
Pueblo Indians,population decline from,"60,000 to 17,000"
Pueblo Indians,period of decline,between 1598 and 1680
Popé,role in,rebellion organization
Popé,rebellion year,summer of 1680
El Paso,location,south bank of the Rio Grande
Spanish return to New Mexico,year,1692
second Pueblo revolt,year,1697
United Provinces of the Netherlands,de facto independence year,1585
United Provinces of the Netherlands,government type,republican government
Dutch East India Company,founding year,1602
Dutch West India Company,founding year,1621
Dutch West India Company,settlement in New Netherland,30 families in 1624
Fort Orange,present location,Albany
New Amsterdam,location,Manhattan Island
New Amsterdam,status,capital of New Netherland
Manhattan Island,purchase price,60 florins worth of trade goods
Rensselaerwyck,grant recipient,Kiliaen van Rensselaer
Rensselaerwyck,grant year,1630
Rensselaerwyck,size,approximately one million acres
Rensselaerwyck,location,both banks of the upper Hudson
Rensselaerwyck,survival until,early nineteenth century
New Rochelle,founders,French Protestants (Huguenots)
New Netherland,absorption of New Sweden,1655
Manhattan,number of languages spoken,18 different languages
Manhattan,language diversity period,seventeenth century
Dutch Reformed Church,status in New Netherland,legally established faith
England,seizure of New Netherland,1664
Dutch,recapture of New Netherland,1673
England,final regain of New Netherland,after Third Anglo-Dutch War of 1674
Third Anglo-Dutch War,year,1674
New Netherland,renamed as,New York
Louis XIV,epithet,Sun King
Tadoussac,establishment year,1600
Tadoussac,location,mouth of St. Lawrence River
Samuel de Champlain,founded,city of Quebec in 1608
Quebec,founding year,1608
Father Jacques Marquette,expedition partner,Louis Jolliet
Father Jacques Marquette,expedition year,1673
Father Jacques Marquette,expedition route,descended Mississippi to mouth of Arkansas River
Robert de La Salle,expedition year,1682
Robert de La Salle,expedition route,length of Mississippi to Gulf of Mexico
Robert de La Salle,claimed for France,Louisiana
Louisiana,named for,King Louis XIV
Robert de La Salle,death year,1687
French presence on Gulf of Mexico,began,1699
New Orleans,founding year,1718
pays d'en haut,translation,upper country
pays d'en haut,location,St. Lawrence Valley
English mainland colonies,population ratio to French Canada,twenty to one in 1750s
St. Kitts,English occupation year,1624
Barbados,English occupation year,1627
Nevis,English occupation year,1628
Montserrat,English occupation year,1632
Antigua,English occupation year,1632
Barbados,size,166 square miles
Barbados sugar estates,typical size,150-200 acres
Martin Waldseemüller,cartographer of,1507 map incorporating the word America
Matthais Ringmann,cartographer of,1507 map incorporating the word America
1507 map incorporating the word America,date of creation,1507
1507 map incorporating the word America,credited as,first map to incorporate the word America
Crusades,time period of,1095–1291
Silk Road,type of route,long overland trading route from China to the Mediterranean
Beringia,type of,land bridge between Asia and North America
Mayan civilization,location of,Yucatán Peninsula
Mayan civilization,time period of flourishing,ca. 2000 BCE to 900 CE
Leif Ericson,place of arrival,present-day Canada
Leif Ericson,date of arrival,ca. 1000
Black Death,event affecting,Europe
Black Death,year of occurrence,1346
Columbus,place of arrival,Bahamas
Columbus,date of arrival,1492
corn,place of domestication,Mesoamerica
corn,approximate date of domestication,ca. 5000 BCE
Muhammad,year of receiving vision,622
Muhammad,recipient of vision for,Islam
Cahokia,location of,near modern St. Louis
Cahokia,time period at peak,ca. 1100
Aztec civilization,location of,present-day Mexico
Aztec civilization,time period of flourishing,1325–1521
Inca Empire,location of,South America
Inca Empire,time period of thriving,1400–1532
Bering Strait,formation result of,melting of glaciers that engulfed Beringia
Pueblo people,three main groups,"Mogollon, Hohokam, and Anasazi"
Mogollon,location of thriving,Mimbres Valley (New Mexico)
Mogollon,time period of thriving,about 150 BCE to 1450 CE
Mogollon,artistic style,painting bowls with finely drawn geometric figures and wildlife in black on a white background
Hohokam,construction project,extensive irrigation system of canals
Hohokam,beginning date of canal construction,about 600 CE
Hohokam,crops grown,"corn, beans, and squash"
Hohokam,artistic style,red-on-buff design pottery
Hohokam,jewelry material,turquoise
Anasazi,location of homes,high desert of New Mexico
Anasazi,meaning of name,ancient enemy or ancient ones
Anasazi,type of homes,homes carved from steep cliffs
Anasazi,homes viewable at,Canyon de Chelly National Monument in Arizona and Mesa Verde National Park in Colorado
Chaco Canyon,role by 1050 CE,"administrative, religious, and cultural center of Pueblo civilization"
Pueblo peoples,present-day descendants include,Hopi and Zuni tribes
Hopewell culture,location of,present-day Ohio River Valley
Hopewell culture,time period of cultural apex,first century CE to 400 CE
Hopewell culture,type of houses,wattle-and-daub houses
Hopewell culture,subsistence practices,agriculture supplemented by hunting and fishing
Hopewell culture,trade route extent,stretching from Canada to Louisiana
Hopewell culture,materials received from coast,shells
Hopewell culture,materials received from Canada,copper
Hopewell culture,materials received from Rocky Mountains,obsidian
Cahokia,location of,along the Mississippi River near present-day St. Louis
Cahokia,size at height,five-square-mile city
Cahokia,approximate date of height,about 1100 CE
Cahokia,population at height,more than ten thousand residents in city
Cahokia,number of earthen mounds or pyramids,one hundred and twenty
Cahokia,role along Mississippi River,hub of political and trading activities
Cahokia,decline period,after 1300 CE
Roman Empire,date of fall,476 CE
European Renaissance,beginning period,late fourteenth century
Middle Ages,bookend periods,fall of Roman Empire (476 CE) to beginning of European Renaissance in late fourteenth century
bubonic plague,arrival period in Europe,1340s
bubonic plague,carriers,Genoese merchants returning from the Black Sea
bubonic plague,transmission method,rat-borne and highly contagious disease
Black Death,composition,bubonic plague and airborne strain collectively
Black Death,approximate deaths,about one-third of Europe's population
serfs,percentage of western Europe's population,about 60 percent
"Carcassonne, France",type of city,medieval walled city
"Carcassonne, France",notable feature,use of a double wall
Catholic Church,taxation method,tithes consisting of 10 percent of annual earnings
Catholic Church,land ownership,vast tracts of land
Great Schism,year of occurrence,1054
eastern branch of Christianity,leader,Patriarch of Constantinople
eastern branch of Christianity,center location,Constantinople
eastern branch of Christianity,language of services,Greek
western branch of Christianity (Roman Catholic Church),leader,pope
western branch of Christianity (Roman Catholic Church),center location,Rome
western branch of Christianity (Roman Catholic Church),language of services,Latin
Muhammad,location of receiving revelation,"near Mecca, Saudi Arabia"
Muhammad,year of receiving revelation,622
Koran,content,message of Muhammad
Koran,theological position on Christ,"Christ identified as prophet like Moses, Abraham, David, and Muhammad, not as God"
Massachusetts Bay Company seal of 1629,depicts,Native American requesting colonists to come over and help
John Winthrop,position of,first governor of Massachusetts Bay Colony
Massachusetts Bay Colony,year of seal creation,1629
First printing press in English America,year of establishment,1636
Bay Psalm Book,year of publication,1640
Bay Psalm Book,status as,first book published in North America
Puritans,religious affiliation,Calvinism
Puritans,adherence to,doctrine of predestination
Roger Williams,occupation,Puritan minister
Roger Williams,founder of,Rhode Island
Anne Hutchinson,year of excommunication,1638
Anne Hutchinson,year of death,1642
John Eliot,role of,leading Puritan missionary in New England
John Eliot,translator of,Bible into Algonquian language
John Eliot's Bible translation,year of publication,1663
King Philip's War,time period of,1675-1676
Metacom,also known as,King Philip
Metacom,position of,Wampanoag leader
Wampanoag,leader,Massasoit
Wampanoag and Pilgrims at Plymouth,year of peace treaty,1621
Puritans,attack on Pequot along Mystic River,May 1637
Mary Rowlandson,author of,The Narrative of the Captivity and the Restoration of Mrs. Mary Rowlandson
The Narrative of the Captivity and the Restoration of Mrs. Mary Rowlandson,year of publication,1682
Royal African Company,chartered by,English crown
Royal African Company,year of charter,1672
Royal African Company,role of,monopoly over transport of enslaved African people to English colonies
Royal African Company,number of Africans transported,"around 350,000 over four decades"
Barbados,population of enslaved people by 1700,fifty thousand
Four million Africans,transported to,Caribbean between 1501 and 1830
"More than 325,800 Africans",shipped to New World by,1625
Niantic-Narragansett,leader,Ninigret
Portrait of Ninigret,year of creation,1681
New England coast epidemics,time period of,between 1616 and 1618
New England coast epidemics,mortality rate,75 percent of native people
Smallpox among Huron and Iroquois,time period of,1630s
Smallpox among Huron and Iroquois,mortality rate,half of population around Great Lakes
mourning wars,purpose of,gaining captives for adoption or ritual execution
Columbus,year of second voyage to Caribbean,1494
Columbus,cargo brought on second voyage,sugarcane
Sir Hans Sloane,occupation,English naturalist
Sir Hans Sloane,destination traveled to,Jamaica
Sir Hans Sloane,year of travel to Jamaica,1687
