Sujeto,Relación,Objeto
Juan Peraza de Polanco,cargo de,maestre de campo
Padre Luis de Valdivia,miembro de,Compañía de Jesús
Padre Luis de Valdivia,lugar de residencia,estancia en juntas de ríos Nuble e Itata
Jesuitas,propietarios de,estancias en Chile
Felipe III,cargo de,Rey de España
Padre Gaspar Sobrino,miembro de,Compañía de Jesús
Príncipe de Esquilache,cargo de,Virrey del Perú
Luis Merlo de la Fuente,cargo de,oidor de la Real Audiencia de Lima
Luis Merlo de la Fuente,cargo previo de,oidor de la Real Audiencia de Chile
Francisco de Borja,cargo de,tercer general de la Compañía de Jesús
Francisco de Borja,cargo nobiliario de,duque de Gandía
Juan de Borja,padre de,Príncipe de Esquilache
Juan de Borja,hijo de,Francisco de Borja
Francisco de Borja,canonizado en año,1672
Alonso de Ribera,edad aproximada de,sesenta años
Alonso de Ribera,lugar de servicio militar previo,Flandes
Padre Rosales,autor de,Historia
Padre Olivares,autor de,Historia de la Compañía de Jesús en Chile
Miguel de Olivares,autor de,Historia civil
Alonso de Ribera,cargo de,Gobernador de Chile
Alonso de Ribera,esposa,Inés Córdoba Aguilera
Alonso de Ribera,fecha de muerte,9 de marzo de 1617
Alonso de Ribera,lugar de muerte,Concepción
Fernando Talaverano Gallegos,cargo de,sucesor interino en el gobierno de Chile
Fernando Talaverano Gallegos,fecha de nombramiento,marzo de 1617
San Juan de Dios (religiosos),administrador de,hospitales de Concepción y Santiago
Alonso de Ovalle,autor de,Histórica relacion
Inés Córdoba Aguilera,esposa de,Alonso de Ribera
Inés Córdoba Aguilera,madre de,don Jorge de Ribera
Inés Córdoba Aguilera,madre de,dos hijas (hijas de Alonso de Ribera)
don Jorge de Ribera,hijo de,Alonso de Ribera
don Jorge de Ribera,cargo de,capitán en el ejército de Chile
don Jorge de Ribera,condecoración,hábito de la orden de Santiago
Inés Córdoba Aguilera,ocupación religiosa,monja del monasterio de Agustinas de Santiago
hija de Alonso de Ribera,ocupación religiosa,monja del monasterio de Agustinas de Santiago
hija de Alonso de Ribera,esposa de,doctor Juan de Canseco y Quiñonez
Juan de Canseco y Quiñonez,cargo de,alcalde del crimen de la real audiencia de Lima
Juan de Canseco y Quiñonez,cargo de,juez visitador de la real hacienda
Juan de Canseco y Quiñonez,esposo de,hija de Alonso de Ribera
Felipe III,cargo de,Rey de España
Alonso García Ramón,cargo de,Gobernador (predecesor en Chile)
Fernando Talaverano Gallegos,cargo previo,oidor de la Real Audiencia
Fernando Talaverano Gallegos,cargo previo,teniente gobernador del reino de Chile
Fernando Talaverano Gallegos,años de residencia en Chile,trece años
Fernando Talaverano Gallegos,fecha de juramento,16 de marzo de 1617
Pérez de Espinoza,cargo de,obispo de Santiago
padre Valdivia,promotor de,guerra defensiva
Cristóbal de Sotomayor,cargo de,oidor de la audiencia de Santiago
Juan de Espinaredo,cargo de,fiscal y alguacil
Domingo Hernández Durán,cargo de,secretario de Alonso de Ribera
Oidor Cerda,cargo de,Gobernador interino de Chile
Doctor Juan de Canseco,cargo de,Oidor
Doctor Juan de Canseco,familiar de,Fray Cristóbal de Canseco
Fray Cristóbal de Canseco,miembro de,Orden dominicana
Don Luis Fernández de Córdoba y Arce,cargo de,Gobernador de Chile
Doctor Juan de Canseco,cargo de,Presidente del distrito de la Real Audiencia de Guadalajara en Nueva España
Doctor Juan de Canseco,cónyuge de,Hija del gobernador Alonso de Ribera
Alonso de Ribera,cargo de,Gobernador
Padre Luis de Valdivia,miembro de,Compañía de Jesús
Pelantaro,tipo de entidad,Indígena
Anganamón,tipo de entidad,Indígena
Tureulipe,tipo de entidad,Indígena
González de Nájera,cargo de,Maestre de campo
Príncipe de Esquilache,cargo de,Virrey del Perú
Licenciado Hernando de Machado,cargo de,Fiscal de la Real Audiencia
Licenciado Hernando de Machado,cargo de,Visitador general
Fray Pedro de Sosa,rol de,Procurador
Coronel Pedro Cortés,rol de,Procurador
Obispo de Santiago,rol de,Apoderado del Cabildo de Concepción ante la Corte
Obispo de Santiago,miembro de,Consejo del Rey
Don Lope de Ulloa y Lemos,cargo de,Gobernador de Chile
Don Lope de Ulloa y Lemos,lugar de origen,Galicia
Don Lope de Ulloa y Lemos,cargo anterior de,Capitán de la Compañía de Gentiles Hombres de guardia del Virrey
Don Lope de Ulloa y Lemos,cargo anterior de,General de la caballería del Perú
Don Lope de Ulloa y Lemos,cargo anterior de,Miembro de la junta de guerra del Perú
Don Lope de Ulloa y Lemos,cargo de,Prefecto de congregación de seglares de la Compañía de Jesús en Lima
Don Lope de Ulloa y Lemos,miembro de,Séquito del conde de Monterrey
Marqués de Montes Claros,cargo de,Virrey del Perú
Licenciado Talaverano Gallegos,cargo de,Gobernador interino de Chile
Licenciado Talaverano Gallegos,cargo de,Oidor de la Real Audiencia en Santiago
Felipe III,cargo de,Rey de España
Conde de Lemos,cargo de,Ministro de Felipe III
Don Lope de Ulloa y Lemos,fecha de nombramiento como Gobernador de Chile,23 de noviembre de 1617
Don Lope de Ulloa y Lemos,fecha de llegada a Chile,12 de enero de 1618
Licenciado Talaverano Gallegos,fecha de entrega del mando,14 de enero de 1618
Doctor Juan de Canseco,fecha de carta sobre embargo,Abril de 1621
Don Luis Fernández de Córdoba y Arce,fecha de carta al Rey,1 de febrero de 1627
Cabildo de Concepción,fecha de petición al Rey,4 de diciembre de 1617
Concepción,tipo de entidad,Ciudad
Santiago,tipo de entidad,Ciudad
Lima,tipo de entidad,Ciudad
Callao,tipo de entidad,Puerto
Chile,tipo de entidad,Reino
Perú,tipo de entidad,Virreinato
Nueva España,tipo de entidad,Virreinato
Filipinas,tipo de entidad,Territorio
Real Audiencia de Guadalajara,ubicación en,Nueva España
Campamento central de Yumbel,lugar de amenaza de ataque,Indígenas
Ejército de Chile en 1618,cantidad de integrantes,1400 hombres
Ejército de Chile en 1618,lugar de distribución,Yumbel
Ejército de Chile en 1618,lugar de distribución,Arauco
Ejército de Chile en 1618,lugar de distribución,Fuertes de la frontera
Don Lope de Ulloa,cargo de trabajo,Gobernador de Chile
Licenciado Talaverano,cargo de trabajo,Gobernador del reino de Chile
Licenciado Talaverano,cargo de trabajo,Teniente general
Licenciado Talaverano,cargo de trabajo,Oidor
Licenciado Talaverano,años de servicio en Chile,14 años
Licenciado Talaverano,lugar de residencia al final de su gobierno,Santiago
Licenciado Talaverano,fecha de muerte,1618
Licenciado Talaverano,lugar de muerte,Santiago
Hija de Talaverano,cónyuge de,General don Juan de Vega Bazan
General don Juan de Vega Bazan,cargo de trabajo en 1643,Presidente del distrito de la audiencia de Panamá
Padre Luis de Valdivia,rol en Chile,Encargado de pacificación de indígenas
Don Lope de Ulloa,colaborador de,Padre Luis de Valdivia
Don Lope de Ulloa,fecha de recibimiento de juramento por el Cabildo,18 de abril de 1618
Don Lope de Ulloa,fecha de juramento ante la Real Audiencia,25 de mayo de 1618
Don Lope de Ulloa,fecha de recepción de confirmación de título,Marzo de 1619
Real Audiencia de Chile,lugar propuesto de traslado por Ulloa,Concepción
Doctor don Cristóbal de la Cerda y Sotomayor,tipo de documento al Rey,Memorial
Doctor don Cristóbal de la Cerda y Sotomayor,fecha de memorial al Rey,14 de abril de 1620
Don Lope de Ulloa,propósito de gobierno,Suprimir el servicio personal de los indígenas
Cabildo de Santiago,cantidad de acuerdos contra supresión de servicio personal,Dos acuerdos
Don Lope de Ulloa,fecha de ordenanza sobre servicio personal,Junio de 1618
Don Lope de Ulloa,petición al Rey sobre negros,Mil negros para venta en Chile
Felipe III,relación con,Rey de España
Arancel de derechos de curas,lugar de comparación,Arancel de Toledo
Rey Felipe III,emisor de real cédula de fecha,25 de julio de 1620
Rey Felipe III,prohibidor de,transferencia y ventas de encomiendas de indios
Don Lope de Ulloa,gobernador de,Chile
Virrey del Perú,emisor de orden sobre,supresión del servicio personal de indios
Padre Luis de Valdivia,inspirador de,sistema de guerra defensiva
Padre Luis de Valdivia,consejero de,sistema de guerra defensiva
Fuerte de San Jerónimo de Catirai,ubicación en zona al sur de,Biobío
Capitán Jiménez de Lorca,comandante de,destacamento español en paso de Negrete
Tureulipe,jefe indígena muerto en,paso de Negrete sobre el Biobío
Padre Luis de Valdivia,delegador de poderes en,padre Gaspar Sobrino
Padre Gaspar Sobrino,sucesor temporal de,padre Luis de Valdivia en Chile
Capitán don Iñigo de Ayala,acompañante en viaje a España de,padre Luis de Valdivia
Capitán don Iñigo de Ayala,cargo de,maestre de campo
Príncipe de Esquilache,virrey de,Perú
Ordenanza sobre régimen de encomiendas,número de artículos,setenta tres
Ordenanza sobre régimen de encomiendas,redactor,príncipe de Esquilache y padre Luis de Valdivia
Ordenanza sobre régimen de encomiendas,fecha de sanción real,17 de julio de 1622
Doctor Luis Merlo de la Fuente,cargo de,oidor de la audiencia de Lima
Doctor Luis Merlo de la Fuente,antiguo gobernador de,Chile
Doctor Luis Merlo de la Fuente,autor de carta al Rey de fecha,19 de abril de 1620
Doctor Luis Merlo de la Fuente,opositor a,guerra defensiva
Ciudad de Santiago,característica de,cabeza principal de gobernación de Chile
Ciudad de Concepción,ubicación propuesta para traslado de,Audiencia
Príncipe de Esquilache,enviador a Chile de,seis piezas de artillería
Artillería enviada a Chile,cantidad de piezas de bronce,cuatro
Artillería enviada a Chile,cantidad de piezas de hierro,dos
Don Diego Ayala,caracterización como,militar de poca importancia
Don Diego Ayala,relación con,padre Luis de Valdivia
Calumanque,nombre cristiano,don Lope
Guerra defensiva,promotor,padre Luis de Valdivia
Guerra defensiva,sostenedor,padre Luis de Valdivia
Convenio de 27 de noviembre de 1619,firmantes,don Lope de Ulloa y padre Luis de Valdivia
Convenio de 27 de noviembre de 1619,lugar de firma,Concepción
Padre Luis de Valdivia,solicitante de envío a Chile de,ochocientos soldados
Padre Luis de Valdivia,solicitante de envío a Chile de,ocho padres jesuitas para obispado de Concepción
Fuerte de Lebu,objeto de propuesta de cambio de ubicación por,padre Luis de Valdivia y don Lope de Ulloa
Fuerte de Arauco,objeto de propuesta de cambio de ubicación por,padre Luis de Valdivia y don Lope de Ulloa
Río Biobío,ubicación de paso de,Negrete
Cabildo de Santiago,apelante contra,decretos sobre supresión del servicio personal de indígenas
Pedro Cortés,solicitante de autorización real para,proyecto de establecer colonia cerca del estrecho de Magallanes
Hernando Arias de Saavedra,cargo de,gobernador de Buenos Aires
Hernando Arias de Saavedra,realizador de expedición al sur de,provincia de Buenos Aires
ciudad de los Césares,ubicación supuesta en,región del continente vecina al estrecho de Magallanes
expedición de Camargo,fecha de naufragio,1540
Sarmiento de Gamboa,fundador de ciudades en,estrecho de Magallanes
Sarmiento de Gamboa,año de fundación,1584
Merlo de la Fuente,autor de carta al Rey fechada,20 de mayo de 1620
Merlo de la Fuente,lugar de escritura de carta,Lima
Merlo de la Fuente,autor de carta al Rey fechada,4 de abril de 1621
Merlo de la Fuente,autor de carta al Rey fechada,1 de noviembre de 1621
Merlo de la Fuente,autor de carta al Rey fechada,11 de mayo de 1622
don Lope de Ulloa,autor de carta al Rey fechada,25 de marzo de 1619
don Lope de Ulloa,cargo de,gobernador de Chile
don Pedro de Escobar Ibacache,cargo de,corregidor de provincia de Cuyo
don Pedro de Escobar Ibacache,fecha de nombramiento como corregidor,marzo de 1620
don Pedro de Escobar Ibacache,nombrado por,don Lope de Ulloa
expedición de Juan García Tao,fecha de salida,6 de octubre de 1620
expedición de Juan García Tao,lugar de salida,"Castro, Chiloé"
expedición de Juan García Tao,fecha de regreso,10 de diciembre de 1620
Juan García Tao,cargo de,piloto
Juan García Tao,destino de expedición,islas de Chonos
Juan García Tao,destino de expedición,golfo que forma la península de Taitao
don Diego Flores de León,autor de carta al Rey fechada,28 de febrero de 1621
don Diego Flores de León,lugar de escritura de carta,Concepción
expedición del obispo de Placencia,lugar de pérdida,estrecho de Magallanes
don Cristóbal de Cerda,cargo de,oidor
don Cristóbal de Cerda,autor de carta fechada,14 de abril de 1620
epidemia de sarampión y viruela,año de ocurrencia,1620
epidemia de sarampión y viruela,lugar de ocurrencia,reino de Chile
río Maipo,ubicación de puente destruida,camino a las fronteras de la guerra
don Lope de Ulloa,edad al momento de enfermedad grave,48 años
don Lope de Ulloa,fecha de nombramiento de sucesor,24 de noviembre de 1620
don Lope de Ulloa,fecha de muerte,8 de diciembre de 1620
don Lope de Ulloa,lugar de muerte,Concepción
don Lope de Ulloa,lugar de sepultura,iglesia de San Francisco de Concepción
doctor don Cristóbal de la Cerda y Sotomayor,cargo de,oidor decano de la Audiencia
doctor don Cristóbal de la Cerda y Sotomayor,cargo de,gobernador interino
doctor don Cristóbal de la Cerda y Sotomayor,nombrado gobernador interino por,don Lope de Ulloa
doctor don Cristóbal de la Cerda y Sotomayor,fecha de nombramiento como gobernador interino,24 de noviembre de 1620
Merlo de la Fuente,autor de carta al Rey escrita en Lima,abril de 1620
don Diego de Ayala,cargo de,maestre de campo
don Diego Flores de León,autor de carta al Rey fechada,28 de febrero de 1621
padre Alonso de Ovalle,autor de elogio sobre,don Lope de Ulloa
padre Rosales,autor de,Historia general
Jerónimo de Quiroga,oficio de,cronista
epidemia de viruela,fecha de inicio,otoño de 1619
rogativas religiosas solicitadas por cabildo secular,fecha de realización,fines de abril de 1619
rogativas religiosas,fecha de realización,fines de julio de 1619
río de Santiago,número de veces que salió de madre en 1620,cinco
monjas de Santa Clara,lugar de refugio durante inundación,iglesia de San Francisco
monjas de San Agustín,lugar de refugio durante inundación,catedral de Santiago
Villarrica,tipo de entidad,ciudad
Compañía de las Indias Orientales,privilegio sobre,comercio en Indias
Isaac le Maire,ocupación,capitalista
Isaac le Maire,fundador de,Compañía Austral
Compañía Austral,fecha de autorización,marzo de 1614
Jacob le Maire,hijo de,Isaac le Maire
Jacob le Maire,cargo de,jefe de la expedición de 1615
Wilhelm Cornelisz Shouten,ocupación,piloto
Wilhelm Cornelisz Shouten,cargo en,expedición de 1615
expedición de Jacob le Maire y Shouten,fecha de partida desde Texel,14 de junio de 1615
expedición de Jacob le Maire y Shouten,número de naves,dos
nave mayor de expedición de le Maire y Shouten,tonelaje,360 toneladas
nave menor de expedición de le Maire y Shouten,tonelaje,10 toneladas
Alonso García Ramón,cargo de,Gobernador
Alonso de Ribera,cargo de,Gobernador
oidor don Cristóbal de la Cerda,cargo de,Gobernador y Capitán General
Francisco Drake,ocupación,navegante
Dirick Gherritz,ocupación,piloto
Dirick Gherritz,participante de,expedición de Cordes
Dirick Gherritz,año de navegación en mar austral,1599
Dirick Gherritz,latitud austral alcanzada,64°
expedición de le Maire y Shouten,fecha de pérdida de buque menor,19 de diciembre
expedición de le Maire y Shouten,lugar de pérdida de buque,puerto Deseado
expedición de le Maire y Shouten,fecha de partida desde puerto Deseado,13 de enero de 1616
expedición de le Maire y Shouten,fecha de llegada a entrada de canal,24 de enero de 1616
tierra de los Estados,denominación en honor a,república de las provincias unidas de Holanda
tierra llamada Mauricio de Nassau,denominación en honor a,jefe de la república holandesa
cabo de Horn,fecha de avistamiento,29 de enero de 1616
cabo de Horn,denominación en honor a,ciudad holandesa de Horn
estrecho de Le Maire,fecha de denominación,12 de febrero de 1616
estrecho de Le Maire,denominación en honor a,Jacob le Maire
expedición de le Maire y Shouten,fecha de avistamiento de islas de Juan Fernández,1 de marzo de 1616
expedición de le Maire y Shouten,fecha de embarque en escuadrilla de Spilbergen,diciembre de 1616
Jacob le Maire,fecha de fallecimiento,31 de diciembre de 1616
Wilhelm Cornelisz Shouten,fecha de llegada a Holanda,1 de julio de 1617
expedición de le Maire y Shouten,duración del viaje,dos años
expedición de le Maire y Shouten,número de tripulantes muertos,cuatro hombres
Bartolomé García de Nodal,lugar de origen,Pontevedra en Galicia
Gonzalo de Nodal,lugar de origen,Pontevedra en Galicia
Bartolomé García de Nodal,ocupación,piloto
Gonzalo de Nodal,ocupación,piloto
Bartolomé García de Nodal,hermano de,Gonzalo de Nodal
Bartolomé García de Nodal,cargo en,expedición española de 1618
Gonzalo de Nodal,cargo en,expedición española de 1618
don Diego Ramírez Arellano,ocupación,cosmógrafo español
don Diego Ramírez Arellano,cargo de,piloto mayor de expedición de los Nodal
carabelas de expedición de los Nodal,tonelaje de cada una,ochenta toneladas
carabelas de expedición de los Nodal,número de piezas de artillería,cuatro
carabelas de expedición de los Nodal,número de tripulantes por carabela,cuarenta hombres
carabelas de expedición de los Nodal,lugar de construcción,Lisboa
expedición de los Nodal,fecha de partida desde Lisboa,15 de septiembre de 1618
expedición de los Nodal,fecha de llegada a Rio de Janeiro,noviembre de 1618
expedición de los Nodal,fecha de partida desde Rio de Janeiro,1 de diciembre de 1618
expedición de los Nodal,fecha de llegada a entrada de estrecho de Le Maire,22 de enero de 1619
estrecho de san Vicente,denominación en honor a,san Vicente mártir
cabo de San Ildefonso,antigua denominación de,cabo de Hornos
islas de Diego Ramírez,fecha de descubrimiento,6 de febrero de 1619
islas de Diego Ramírez,denominación en honor a,Diego Ramírez Arellano
islas de Diego Ramírez,latitud estimada,56° 40'
expedición de los Nodal,fecha de llegada a boca occidental del estrecho de Magallanes,25 de febrero de 1619
expedición de los Nodal,fecha de llegada a boca oriental del estrecho de Magallanes,marzo de 1619
expedición de los Nodal,fecha de llegada a San Lúcar de Barrameda,9 de julio de 1619
expedición de los Nodal,duración del viaje,menos de diez meses
Felipe III,cargo de,Rey
Felipe III,lugar de residencia temporal,Lisboa
expedición del almirante L'Hermite,año de exploración,1624
diario de navegación de los Nodal,año de publicación,1621
diario de navegación de los Nodal,lugar de publicación,Madrid
Segunda edición en Cádiz del viaje de los hermanos Nodal,año de publicación,1766
Relación del viaje de dos carabelas,año de publicación,1622
Relación del viaje de dos carabelas,lugar de publicación,Amsterdam
Dos carabelas bajo el mando del capitán don Juan de More,fecha de salida,octubre de 1618
Dos carabelas bajo el mando del capitán don Juan de More,lugar de salida,Lisboa
Dos carabelas bajo el mando del capitán don Juan de More,fecha de regreso,agosto de 1619
Dos carabelas bajo el mando del capitán don Juan de More,lugar de regreso,Sevilla
Capitán don Juan de More,comandante de,expedición de dos carabelas (1618-1619)
Juan de Witte,ocupación,piloto flamenco en la escuadrilla de los Nodales
Valentín Jansz,ocupación,piloto flamenco en la escuadrilla de los Nodales
Pedro Miguel de Catdoule,ocupación,piloto flamenco en la escuadrilla de los Nodales
Don Dionisio de Alcedo,autor de,Aviso histórico
Biografía del príncipe de Esquilache,publicada en,tomo IX del Parnaso español de López de Sedano
Matías Novoa,cargo de,ayuda de cámara de Felipe III
Matías Novoa,lugar de residencia,Lisboa
Matías Novoa,autor de,Memorias (segundo tomo)
Padre Rosales,autor de,Historia general del reino de Chile
Vargas Ponce,autor de,Relación del último viaje
Almirante Burney,autor de,Chronological history
Doctor don Cristóbal de la Cerda y Sotomayor,cargo de,gobernador interino de Chile
Noticia de fallecimiento del gobernador don Lope de Ulloa y Lemos,fecha de llegada a Santiago,12 de diciembre de 1620
Don Lope de Ulloa y Lemos,fecha de fallecimiento,cuatro días antes del 12 de diciembre de 1620
Don Lope de Ulloa y Lemos,lugar de fallecimiento,ciudad de Concepción
Pedro de Ugarte de la Hermosa,cargo de,escribano y secretario de gobierno
Real cédula de Felipe III,año de emisión,1607
Real cédula de Felipe III de 1607,beneficiario,Alonso García Ramón
"Oidores licenciados Pedro Álvarez de Solórzano, Juan Cajál y Hernando Talaverano Gallegos",fecha de fallecimiento,entre 1618 y primeros días de 1620
"Oidores licenciados Pedro Álvarez de Solórzano, Juan Cajál y Hernando Talaverano Gallegos",lugar de fallecimiento,Santiago
Fiscal licenciado Hernando Machado,lugar de residencia temporal,Lima
Domingo de diciembre (1620),fecha en que el oidor la Cerda confirmó su propio nombramiento,domingo de diciembre de 1620
Cabildo de Santiago,fecha de reconocimiento del doctor Cerda como gobernador interino,tarde del domingo de diciembre de 1620
Doctor don Cristóbal de la Cerda y Sotomayor,edad al asumir gobierno interino,treinta y cinco años
Doctor don Cristóbal de la Cerda y Sotomayor,lugar de nacimiento,México
Doctor don Cristóbal de la Cerda y Sotomayor,estudios realizados,jurisprudencia civil y canónica
Doctor don Cristóbal de la Cerda y Sotomayor,lugar de estudios,universidad de Salamanca
Doctor don Cristóbal de la Cerda y Sotomayor,título obtenido,doctor en ambos derechos
Doctor don Cristóbal de la Cerda y Sotomayor,cargo anterior,alcalde de audiencia de Sevilla
Doctor don Cristóbal de la Cerda y Sotomayor,cargo anterior,fiscal suplente en la audiencia de Sevilla
Doctor don Cristóbal de la Cerda y Sotomayor,cargo anterior,comisario de expulsión de los moriscos de Andalucía
Doctor don Cristóbal de la Cerda y Sotomayor,cargo anterior,oidor de la real audiencia de Santo Domingo
Doctor don Cristóbal de la Cerda y Sotomayor,cargo en 1617,oidor de la audiencia de Santiago
Doña Sebastiana de Avendaño,relación con doctor Cerda,esposa
Doctor don Cristóbal de la Cerda,fecha de llegada a Chile,marzo de 1619
Provisión del 24 de diciembre de 1620,emisor,gobernador Cerda
Provisión del 24 de diciembre de 1620,declaración,nombramiento de Juan Bautista de Ureta como corregidor de Santiago es nulo
Don Fernando de Irarrázabal y Andía,cargo conferido,corregidor de Santiago
Don Fernando de Irarrázabal y Andía,orden de pertenencia,caballero de la orden de Alcántara
Don Fernando de Irarrázabal y Andía,lugar de nacimiento,Chile
Lientur,descripción,indio que había dado la paz a los españoles
Columna de auxiliares reunida por doctor Cerda,número de hombres,ciento treinta hombres
Doctor Cerda,fecha de inicio de marcha al sur,15 de enero de 1621
Licenciado Francisco Pastene,cargo conferido,juez de provincia
Indios en expedición cerca de Yumbel,número,1.600
Fortín al norte del Biobío,fecha de toma por indios,25 de marzo de 1621
Fortín al norte del Biobío,víctimas españolas,diez soldados
Reunión de capitanes del ejército en Concepción,fecha,15 de marzo
Guerra defensiva,sistema militar en,Reino de Chile
Don Cristóbal de Cerda,cargo de,Gobernador interino de Chile
Gobernador interino Don Cristóbal de Cerda,remitente de carta al,Rey de España
Carta del gobernador Cerda al Rey,fecha de,10 de marzo de 1621
Acuerdo del cabildo de Santiago,fecha de,15 de enero de 1621
Don Lope de Ulloa y Lemos,cargo previo de,Gobernador de Chile
Real Audiencia,traslación proyectada a,Ciudad de Concepción
Fuerte de Yumbel,ubicación en,Reino de Chile
Catillanga,origen étnico,Indio amigo de la reducción de Niculhueme
Incendio del fuerte de Yumbel,fecha de ocurrencia,9 de abril de 1621
Reducción de Niculhueme,ubicación en,Reino de Chile
Reducción de Santa Fe,ubicación al norte del,Río de la Laja
Reducción de la Magdalena,ubicación al norte del,Río de la Laja
Lientur,rol de,Líder instigador de indios de guerra
Príncipe de Esquilache,cargo de,Virrey del Perú
Real situado para Chile,monto original,212.000 ducados anuales
Real situado para Chile,monto reducido,152.000 ducados anuales
Ordenanza de supresión del servicio personal,origen de emisión,Virreinato del Perú
Ordenanza de supresión del servicio personal,fecha de promulgación en Concepción,14 de febrero de 1621
Don Cristóbal de Cerda,constructor de,Tajamar de piedra sobre el río Mapocho en Santiago
Don Cristóbal de Cerda,constructor de,Puente sobre el río Andalién en Concepción
Don Cristóbal de Cerda,fortificador de,Ciudad de Chillán
Fuerte de Chillán,dotación de,Cuatro cañones
Ordenanza de supresión del servicio personal,número de artículos,73 artículos
Indios desde confines del Perú hasta el Biobío,impuesto anual,8 pesos y medio
Indios de la provincia de Cuyo,impuesto anual,8 pesos
Indios de Chiloé,impuesto anual,7 pesos y 2 reales
Frontera del territorio de guerra,establecida en,Río Biobío
Ordenanza de supresión del servicio personal,fecha de recepción en Santiago,21 de febrero de 1621
Ordenanza de supresión del servicio personal,fecha de pregón en Santiago,4 de marzo de 1621
Cabildo de Santiago,fecha de acuerdo sobre auxilio a la frontera,10 de marzo de 1621
Ciudad de Santiago,población estimada de vecinos propietarios,250 vecinos
Capitán Hércules de la Villa,portador de cartas del,Gobernador interino Don Cristóbal de Cerda
Padre Valdivia,co-redactor de,Ordenanza de supresión del servicio personal
Río Mapocho,ubicación en,Santiago
Río Andalién,ubicación en,Concepción
Pedro Osores de Ulloa,cargo de,Gobernador de Chile
Pedro Osores de Ulloa,cargo de,Presidente de la Real Audiencia
Cristóbal de la Cerda,cargo de,Oidor
Cristóbal de la Cerda,cargo de,Gobernador interino de Chile
Núñez de Pineda,cargo de,Maestre de campo
Núñez de Pineda,comandante de,fuerzas de Arauco
Juan de la Cerda,relación familiar con,Cristóbal de la Cerda
Pedro Osores de Ulloa,cargo anterior de,Corregidor de Arica
Pedro Osores de Ulloa,cargo anterior de,Maestre de campo del ejército del Perú
Pedro Osores de Ulloa,cargo de,Gobernador de Huancavelica en 1620
Pedro Osores de Ulloa,miembro de,Orden de Calatrava
Pedro Osores de Ulloa,lugar de salida,Callao
Pedro Osores de Ulloa,fecha de zarpe,13 de octubre de 1621
Pedro Osores de Ulloa,fecha de llegada a Concepción,4 de noviembre de 1621
Pedro Osores de Ulloa,fecha de recepción del gobierno,5 de noviembre de 1621
Pedro Osores de Ulloa,lugar de recepción del gobierno,Concepción
Fuerte de San Cristóbal de la Paz,fundador,Cristóbal de la Cerda
Fuerte de San Cristóbal de la Paz,ubicación,orillas del Biobío
Príncipe de Esquilache,cargo de,Virrey del Perú
Príncipe de Esquilache,fecha de nombramiento de Osores,25 de abril de 1621
Lope de Ulloa,cargo de,Gobernador de Chile
Luis de Valdivia,promotor de,guerra defensiva
Marqués de Montes Claros,cargo de,Virrey del Perú
Felipe III,cargo de,Rey de España
Felipe IV,cargo de,Rey de España
Yumbel,evento histórico,incendio
Valle de Purén,escenario de,operaciones militares
Río Biobío,función de,límite de operaciones militares
Río de la Laja,ubicación cercana a,Fuerte de San Cristóbal de la Paz
Cabildo de Santiago,fecha de acuerdo,10 de marzo de 1621
Cabildo de Santiago,fecha de acuerdo,7 de abril de 1621
Cabildo de Santiago,fecha de acuerdo sobre gobernadores,24 de diciembre de 1620
Cristóbal de la Cerda,posición respecto a,guerra defensiva
Pedro Osores de Ulloa,posición respecto a,guerra defensiva
Pedro Osores de Ulloa,edad aproximada,ochenta años
Pedro Osores de Ulloa,años de residencia en Perú,más de cincuenta años
Pedro Osores de Ulloa,número de soldados reclutados,11 hombres
Pedro Osores de Ulloa,número de buques,tres buques
Guerra defensiva,duración,nueve años
Indios rebeldes,número de entradas desde 1612,187 entradas
Indios rebeldes,número de indios amigos capturados,más de 1500
Indios rebeldes,número de caballos robados,más de 2500
Indios rebeldes,número de indios huidos,200 indios con mujeres e hijos
Indios rebeldes,número de españoles muertos,400 españoles
Indios rebeldes,número de soldados desertores,más de 46 soldados
Felipe IV,fecha de providencia,15 de enero de 1622
Felipe IV,fecha de nombramiento de Osores,17 de febrero de 1622
Consejo de Indias,institución consultiva de,Rey de España
Juan Jaraquemada,cargo de,Gobernador de Chile
Merlo de la Fuente,cargo anterior de,Gobernador de Chile
Merlo de la Fuente,duración de gobierno,seis meses
Juan Jaraquemada,lugar de llegada,Concepción
Juan Jaraquemada,fecha de informe al Rey,mayo de 1611
Claudio Gay,editor de,Documentos segundo tomo páginas 234-244
Núñez de Pineda,comandante de,tropas en región de la costa
Juan Jaraquemada,tamaño de ejército,cerca de ochocientos hombres
cacique Ainavilu,cantidad de guerreros,cerca de seis mil guerreros
combate del 29 de diciembre,fecha de ocurrencia,29 de diciembre
Juan Jaraquemada,lugar de traslado de fuerte,Angol
García Ramón,establecedor anterior de fuerte en,Angol
emboscada de Monterrey,fecha de,mediados de febrero de 1612
emboscada de Monterrey,cantidad de víctimas,doce o catorce soldados españoles
fuerte de Monterrey,lugar de,orillas del Biobío
padre Rosales,autor de,Historia general libro v capítulo 47
padre Rosales,autor de,Historia general libro v capítulo 48
Diego Simón,cargo de,corregidor de Concepción
gobernador Óñez de Loyola,circunstancia de muerte,destrucción de las ciudades
situado real,monto de,doscientos doce mil ducados
situado real,origen de pago,tesoro del Perú
García Ramón,plazo prometido para terminar guerra,tres años
