Sujeto,Relación,Objeto
La Serena,lugar de detención de,Cinco soldados fugitivos
Rentas reales de Chile,monto de,30 a 32 mil pesos
Capitán Juan Bautista Pastene,cargo de,Teniente general de Pedro de Valdivia en el mar
Capitán Juan Bautista Pastene,hijo estudiante en,Universidad de Lima
Pedro de Oña,lugar de estudios,Universidad de Lima
Pedro de Oña,padre de,Capitán muerto en sorpresa de Purén
Fray Cristóbal Núñez,orden religiosa,Dominicano
Fray Cristóbal Núñez,destinatario de memorial a,Virrey del Perú
Arzobispo de Lima don fray Jerónimo de Loaisa,convocante de,Concilio provincial de 1567
Padre San Miguel,cargo designado por el Rey,Obispo de la Imperial
Padre San Miguel,participante en,Concilio provincial de Lima de 1567
Obispo de la Imperial,solicitante al Rey para,Fundación de colegio-seminario en Chile
Concilio provincial de Lima,año de convocatoria,1567
Concilio provincial de Lima,decisión según Concilio de Trento,Fundación de seminarios en cada diócesis
Góngora Marmolejo,autor de,Crónica citada en capítulo 88
P. Alonso de Ovalle,autor de,Histórica relación del reino de Chile
Histórica relación del reino de Chile,lugar de publicación,Roma
Histórica relación del reino de Chile,año de publicación,1664
Real cédula de 26 de enero de 1568,solicitante de informe,Real Audiencia de Chile
Real Audiencia de Chile,jurisdicción sobre,Chile
Cardenal Aguirre,autor de,Collectio maxima conciliorum omnium Hispanic et novi orhis
Collectio maxima conciliorum omnium Hispanic et novi orhis,edición en,Roma 1755
Don Crescente Errázuriz,autor de,Orígenes de la iglesia chilena
Capitán Alonso de Góngora Marmolejo,autor de,Historia del reino de Chile
Alonso de Góngora Marmolejo,cargo de,juez pesquisador de hechiceros indígenas
Rodrigo de Quiroga,cargo de,Gobernador del reino de Chile
Capitán Pedro de Lisperguer,lugar de origen,Worms
Pedro de Lisperguer,cargo de,capitán y juez de comisión para el castigo de los hechiceros de los indios
Alonso de Góngora Marmolejo,fecha de fallecimiento,enero de 1576
Alonso de Góngora Marmolejo,fecha de finalización de obra,16 de diciembre de 1575
Historia del reino de Chile de Góngora Marmolejo,año de finalización de relato,1575
Crónica de Mariño de Lobera,período de cobertura hasta,último decenio del siglo XVI
Juan López de Velasco,cargo de,cronista de Indias
Juan López de Velasco,cargo de,cosmógrafo de S.M.
Real cédula de 5 de agosto de 1577,solicitante de,descripción de Chile
Rodrigo de Quiroga,cargo de,Gobernador del reino de Chile (1575-1578)
Terremoto de Valdivia,fecha de ocurrencia,16 de diciembre de 1575
Felipe II,cargo de,Rey de España
Rodrigo de Quiroga,receptor de,hábito de Santiago
Martín Ruiz de Gamboa,cargo de,Mariscal
Martín Ruiz de Gamboa,relación familiar con,Rodrigo de Quiroga
Bernal de Mercado,responsabilidad militar en,comarca vecina a la ciudad de Angol
Obispo de la Imperial,jurisdicción eclesiástica sobre,obispado de la Imperial
Temblor de Santiago,fecha de ocurrencia,17 de marzo de 1575
Rodrigo de Quiroga,lugar de escritura de carta,Santiago
Rodrigo de Quiroga,fecha de carta a Felipe II,15 de febrero de 1575
Rodrigo de Quiroga,fecha de carta a Felipe II,2 de febrero de 1576
Real Audiencia de Chile,autor de,proyecto de tasa de tributos para indios del obispado de la Imperial
Capitán Losada,responsable de traer,refuerzo de cuatrocientos hombres de España y Tierra Firme
Terremoto de Valdivia,duración aproximada,un cuarto de hora
Ciudad de Valdivia,distancia de penetración del mar tierra adentro,tres leguas
Analizando el fragmento proporcionado, procedo a identificar las entidades y relaciones explícitas presentes en el texto, utilizando predicados estáticos y asegurando que los sujetos y objetos sean inequívocos.
Terremoto de diciembre de 1575,lugar afectado,Imperial
Terremoto de diciembre de 1575,lugar afectado,Ciudad Rica (Villarrica)
Terremoto de diciembre de 1575,lugar afectado,Osorno
Terremoto de diciembre de 1575,lugar afectado,Castro
Terremoto de diciembre de 1575,lugar afectado,Valdivia
Gobernador Quiroga,cargo de,Gobernador
Pedro de Aranda Valdivia,cargo de,Corregidor de Valdivia
Pedro de Aranda Valdivia,relación familiar con,mujer de Pedro de Valdivia
Hernando de Aranda Valdivia,relación familiar con,Pedro de Aranda Valdivia
Arias Pardo de Maldonado,cargo de,Corregidor de Villarrica
Arias Pardo de Maldonado,relación familiar con,Francisco de Villagrán
Insurrección de indios del sur,fecha de inicio,marzo de 1576
Indios rebeldes del sur,lugar de reunión,lago de Riñihue
Capitán Mariño de Lobera,cargo de,Corregidor de Valdivia
Inundación de Valdivia,fecha de ocurrencia,fines de abril de 1576
Inundación de Valdivia,número de víctimas indígenas,más de mil y doscientos indios
Capitán Juan de Losada,encargo de,traer refuerzo de España a Chile
Refuerzo español,fecha de arribo a Chile,julio de 1576
Refuerzo español,número de hombres al arribo,278 hombres de España
Refuerzo español,puerto de salida,San Lúcar de Barrameda
Refuerzo español,fecha de salida de España,abril de 1575
Capitán Juan de Losada,lugar de muerte,isla de la Dominica
Juan Lozano Machuca,cargo de,comandante del refuerzo tras muerte de Losada
Juan Lozano Machuca,destino en América,destino de hacienda en Charcas
Capitán Andrés de Molina,cargo de,comandante del refuerzo al llegar a Chile
Refuerzo español,armamento traído,ciento ochenta arcabuces
Refuerzo español,armamento traído,ocho cotas
Refuerzo español,armamento traído,ocho sillas
Refuerzo español,armamento traído,doce lanzas
Gobernador Quiroga,destinatario de carta,Felipe II
Carta de Quiroga a Felipe II,fecha de,2 de enero de 1577
Rodrigo de Quiroga,número de soldados españoles reunidos,más de cuatrocientos soldados españoles
Rodrigo de Quiroga,número de indios amigos reunidos,mil y quinientos indios amigos
Campaña militar de Quiroga,fecha de inicio preparativos,primeros días de enero de 1577
Virrey don Francisco de Toledo,cargo de,Virrey
Licenciado Calderón,cargo de,teniente gobernador
Carta del licenciado Calderón al Virrey,fecha de,13 de noviembre de 1575
Carta del licenciado Calderón al Virrey,lugar de origen,Concepción
Rodrigo de Quiroga,cargo de,general en jefe del ejército de Chile
Provincia de Coquimbo,uso destinado de prisioneros indios,trabajo en minas de oro
Rodrigo de Quiroga,cargo de,Gobernador de Chile
Felipe II,cargo de,Rey de España
Ciudad de Santiago,punto de partida de campaña militar,8 de enero de 1577
Rodrigo de Quiroga,fecha de salida de campaña desde Santiago,8 de enero de 1577
Ruiz de Gamboa,comandante de,tropas de la región de Valdivia
Bernal de Mercado,comandante de,tropas en Angol
Angol,fecha de ataque indígena,2 de febrero de 1577
Bernal de Mercado,condición de,herido en combate en Angol
Provincia de Reinohuelén,lugar de,proceso jurídico contra indios de guerra
Rodrigo de Quiroga,autor de,proceso jurídico contra indios rebelados
Rodrigo de Quiroga,autor de,sentencia de muerte contra indios rebelados
Ruiz de Gamboa,cargo militar de,Coronel
Bernal de Mercado,cargo militar de,Maestre de campo
Hualqui,ubicación geográfica de,orilla norte del río Biobío
Batalla de Hualqui,fecha de ocurrencia,8 de marzo de 1577
Rodrigo de Quiroga,comandante en,Batalla de Hualqui
Río Biobío,cruzado por,ejército español
Arauco,lugar de construcción de,fuerte español
Alonso Díaz,origen étnico,mestizo
Alonso Díaz,rol de,instigador de hostilidades indígenas
Alonso Díaz,ocupación militar de,general de ejércitos indígenas
Cacique Juan de Lebu,lugar de origen,Lebu
Cacique Juan de Lebu,destino de deportación anterior,Perú
Cacique Juan de Lebu,colaborador de,Alonso Díaz
Bravo de Saravia,cargo de,Gobernador de Chile
Bernal de Mercado,comandante de,campeada en Millarapue
Millarapue,fecha de captura de prisioneros,fines de julio de 1577
Millarapue,número de prisioneros capturados,350
Prisioneros indígenas de Millarapue,destino de deportación,ciudad de La Serena
Prisioneros indígenas de Millarapue,tipo de castigo físico aplicado,amputación de pie
Caciques prisioneros de Millarapue,destino de deportación,Perú bajo custodia del virrey
Prisioneros indígenas de Millarapue,trabajo asignado,labores en minas de oro
Sobrino de Rodrigo de Quiroga,nombre de,Rodrigo
Cacique Juan de Lebu,capturado por,sobrino de Rodrigo de Quiroga llamado Rodrigo
Cacique Juan de Lebu,tipo de ejecución,empalamiento
Siete jefes de tribus capturados con Juan de Lebu,tipo de ejecución,ahorcamiento
Caupolicán,tipo de ejecución,empalamiento
Caupolicán,año de ejecución,1558
Doña Marina Ortiz de Gaete,relación familiar con,Pedro de Valdivia
Doña Marina Ortiz de Gaete,condición de,viuda de Pedro de Valdivia
Pedro de Valdivia,ocupación de,conquistador
Doña Marina Ortiz de Gaete,heredera de,derechos territoriales de Pedro de Valdivia
Doña Marina Ortiz de Gaete,litigante contra,Rodrigo de Quiroga
Licenciado Calderón,cargo de,teniente de gobernador de Chile
Licenciado Calderón,cargo de,justicia mayor del reino de Chile
Licenciado Calderón,tramitador de,proceso judicial entre Marina Ortiz de Gaete y Rodrigo de Quiroga
Martín Ruiz de Gamboa,destino de campaña militar,Valdivia
Rodrigo de Quiroga,fecha de salida de Arauco,14 de octubre de 1577
Rodrigo de Quiroga,número de soldados bajo mando en campaña de octubre 1577,360
Provincia de Tucapel,recorrida por,Rodrigo de Quiroga
Quebrada de Purén,ubicación geográfica en,cordillera de la Costa o de Nahuelbuta
Quebrada de Purén,lugar de,combate de retaguardia
Combate en quebrada de Purén,bajas españolas,un soldado
Vegas de Lumaco,ubicación geográfica en,valle central
Cacique Ulpillán de los coyuncos,esposa e hijos prisioneros de,españoles
Cacique Ulpillán de los coyuncos,cacique principal de,provincia de los coyuncos
Diego de Fuentes,soldado cautivo de,Cacique Ulpillán
Diego de Fuentes,cautivo durante,veinte años
Capitán Zárate,comandante en desbarate donde capturaron a,Diego de Fuentes
Cacique Ulpillán,rescató a Diego de Fuentes el,18 de enero de 1578
Antonio Quiroga,autor de carta a Felipe II de fecha,26 de enero de 1578
Antonio Quiroga,autor de carta al virrey del Perú de fecha,26 de enero de 1578
Antonio de Rebolledo,cautivo en,isla de la Mocha
Antonio de Rebolledo,tiempo de cautiverio,dos años
Juan Sánchez,prisionero en batalla de,gobernador Valdivia
Alonso Mariño de Lobera,hijo de,Pedro Mariño de Lobera
Alonso Mariño de Lobera,tiempo de cautiverio,cinco días
Capitán Lamero,número de arcabuceros que llevaba,catorce
Alonso Mariño de Lobera,cautiverio en año,1580
Provincias de Mareguano y Catirai,ubicación en,faldas orientales de la cordillera de la Costa
Provincias de Mareguano y Catirai,ubicación cercana a,Biobío
Pedro de Villagrán el mozo,derrotado en,Mareguano y Catirai
Miguel de Velasco,derrotado en,Mareguano y Catirai
Fortalezas de palizadas indígenas,número de calaveras de españoles,noventa
Antonio Quiroga,cargo de,Gobernador
Bernal de Mercado,cargo de,maestre de campo
Antonio Quiroga,ubicación el 20 de marzo en,Andalicán (Colcura)
Batalla de Marigueñu,fecha de,21 de marzo de 1578
Bernal de Mercado,comandante de,vanguardia
Ruiz de Gamboa,comandante de,retaguardia
Antonio Quiroga,comandante de,centro y artillería
Batalla de Marigueñu,número de indios muertos,cerca de doscientos
Martín Ruiz de Gamboa,encargado de combatir insurrección en,Valdivia
Martín Ruiz de Gamboa,cargo de,mariscal
Licenciado Calderón,cargo de,teniente de gobernador
Antonio Quiroga,número de hombres bajo su mando,doscientos cincuenta
Batalla de Guadava,fecha de,27 de noviembre de 1578
Valle de Guadava,ubicación cercana a,vegas de Lumaco
Rodrigo de Quiroga (capitán),parentesco con Antonio Quiroga,sobrino
Rodrigo de Quiroga (capitán),causa de muerte,bala de arcabuz
Bernal de Mercado,fecha de batalla,5 de diciembre
Licenciado Calderón,número de hombres que trajo,cien
Antonio Quiroga,número de soldados que apartó,ochenta
Océano Pacífico,navegado por,naves de extranjeros y protestantes
Coyuncos,población del,valle central al norte de Angol
Francisco de Villagrán,derrota en serranías de Marigueñu y Laraquete en año,1554
Francisco Drake,líder de,expedición inglesa de 1577
expedición de Francisco Drake,año de partida,1577
Francisco Drake,profesión,marino
Francisco Drake,religión,puritano
Francisco Drake,enemigo de,españoles
Juan Oxman,colaborador de,Francisco Drake
cometa de 1577,fecha de aparición en Chile,7 de octubre
cometa de 1577,duración de aparición,casi dos meses
Descripcion del Perú de Chile,autor,fray Reginaldo de Lizarraga
fray Reginaldo de Lizarraga,nombre anterior,fray Baltasar de Ovando
fray Reginaldo de Lizarraga,cargo de,obispo de la Imperial
Descripcion del Perú de Chile,año de escritura,1605
Tycho Brahé,profesión,astrónomo
Tycho Brahé,nacionalidad,danés
Tycho Brahé,observador de,cometa de 1577
Tomás Lieber,nombre conocido como,Erasto
Tomás Lieber,profesión,médico filósofo
Tomás Lieber,nacionalidad,suizo
expedición de Francisco Drake,cantidad de embarcaciones,cinco
expedición de Francisco Drake,embarcación más grande,cien toneladas
expedición de Francisco Drake,cantidad de hombres,ciento sesenta y dos
expedición de Francisco Drake,puerto de partida,Plymouth
expedición de Francisco Drake,fecha de partida,13 de diciembre de 1577
escuadrilla de Drake,fecha de entrada al estrecho de Magallanes,20 de agosto de 1578
escuadrilla de Drake,cantidad de naves al entrar al estrecho,tres
isla Isabel,fecha de llegada de Drake,24 de agosto de 1578
escuadrilla de Drake,fecha de entrada al océano Pacífico,6 de septiembre de 1578
Drake y sus compañeros,fecha de observación de eclipse de luna,15 de septiembre
Historia natural i moral de las Indias,autor,P. José de Acosta
Historia natural i moral de las Indias,año de publicación,1590
Juan López de Velasco,cargo de,cronista de Indias
Juan López de Velasco,cargo de,cosmógrafo del Rey
Pedro Cuadrado Chavino,año de establecimiento en Chile,1560
Pedro Cuadrado Chavino,lugar de residencia,Valdivia
Pedro Cuadrado Chavino,autor de,descripción de la ciudad de Valdivia
escuadrilla de Drake,fecha de reducción a un solo buque,30 de octubre
Rodrigo de Quiroga,destinatario de carta sobre eclipse,Rey
carta de Rodrigo de Quiroga sobre eclipse,fecha,12 de enero de 1579
Francis Drake,navegante de,embarcación Golden Hind
Golden Hind,nombre anterior,Pelican
Golden Hind,capacidad de carga,cien toneladas
Isla de la Mocha,ubicación geográfica,costa de la Araucanía
Isla de la Mocha,latitud aproximada,38 grados y medio de latitud sur
Isla de la Mocha,población de,indios sometidos al régimen de repartimientos
Francis Drake,herida recibida en,cabeza
Francis Drake,herida recibida en,mejilla debajo del ojo derecho
Francis Fletcher,rol de,capellán de la expedición de Drake
Puerto de Papudo,latitud aproximada,32 grados
Hernando Lamero,ocupación,piloto
Hernando Lamero,propietario de,buque español
Buque de Hernando Lamero,puerto de procedencia,Valdivia
Buque de Hernando Lamero,carga transportada,oro en polvo
Buque de Hernando Lamero,carga transportada,botijas de vino
Buque de Hernando Lamero,destino de viaje,Perú
Francis Drake,fecha de llegada a Valparaíso,5 de diciembre de 1578
Rodrigo de Quiroga,autor de,carta a Felipe II de 12 de enero de 1579
Hernando Lamero de Gallegos Andrade,participante de,expedición de descubrimiento de las islas de Salomón en 1567
Hernando Lamero de Gallegos Andrade,compañero de expedición de,adelantado Álvaro de Mendaña
Alonso de Sotomayor,otorgante de,título de tierras en el valle de Longotoma a Lamero en 1591
Valparaíso,carga comercial almacenada,más de tres mil botijas de vino
Valparaíso,oro apresado por Drake,cerca de veinticinco mil pesos de oro
Francis Fletcher,receptor de,vasos sagrados de la iglesia de Valparaíso
Francis Drake,fecha de partida de Valparaíso,8 de diciembre
Francis Drake,fecha de llegada a bahía de la Herradura,19 de diciembre
La Serena,ubicación respecto a bahía de la Herradura,pocas leguas al norte
Ricardo Minivez,nacionalidad,inglés
Ricardo Minivez,miembro de expedición de,Francis Drake
Estrecho de Magallanes,ubicación geográfica,cerca de las costas del sur de Chile
Francisco Caro de Torres,autor de,Relacion de los servicios de don Alonso de Sotomayor
Relacion de los servicios de don Alonso de Sotomayor,lugar de publicación,Madrid
Relacion de los servicios de don Alonso de Sotomayor,año de publicación,1620
Lope de Vega,autor de,Dragontea
Antonio de Herrera,autor de,Historia jeneral del reinado de Felipe II
The famous voyage of sir Francis Drake,autor,Fr. Pretty
The famous voyage of sir Francis Drake,lugar de publicación,London
The famous voyage of sir Francis Drake,año de publicación,1600
Sir Francis Drake revived,lugar de publicación,London
Sir Francis Drake revived,año de publicación,1653
The world encompassed by Sir Francis Drake,lugar de publicación,London
The world encompassed by Sir Francis Drake,año de publicación,1628
Samuel Johnson,autor de,vida de Drake publicada en tomo XII de sus obras completas
Roberto Southey,autor de,vida de Drake en British Naval Commanders
British Naval Commanders,autor,Roberto Southey
British Naval Commanders,lugar de publicación,London
British Naval Commands,año de publicación,1833
John Barrow,autor de,biografía de Drake publicada en 2 volúmenes
Biografía de Drake por John Barrow,lugar de publicación,Londres
Biografía de Drake por John Barrow,año de publicación,1843
James Burney,autor de,History of the discoveries in the South Sea
History of the discoveries in the South Sea,lugar de publicación,London
History of the discoveries in the South Sea,año de publicación,1803
Thomas Leliard,autor de,Histoire naval d'Angleterre
Histoire naval d'Angleterre,traductor,De Puisieux
Histoire naval d'Angleterre,lugar de publicación,Lyon
Histoire naval d'Angleterre,año de publicación,1751
Sociedad de Hakluyt,ubicación,Londres
Sir William Monson,ocupación,almirante inglés
Sir William Monson,contemporáneo de,Francis Drake
Francisco de Toledo,cargo de,virrey del Perú
Piloto griego,conocimiento de,costas del Pacífico
Piloto griego,capturado por,Francis Drake
Francis Drake,lugar de regreso,Plymouth
Francis Drake,fecha de regreso,septiembre de 1580
Francis Drake,lugar donde no encontró resistencia como en Chile,resto del mundo durante su vuelta
Rodrigo de Quiroga,ubicación cuando recibió noticia,inmediaciones de Angol
Rodrigo de Quiroga,lugar de llegada antes de fin de mes,Santiago
Rodrigo de Quiroga,fecha de llegada a Santiago,antes de fines de diciembre de 1578
Francisco Peña,cargo militar,capitán de compañía de arcabuceros
Gaspar de la Barrera,cargo administrativo,corregidor
Bernardo de Mendoza,cargo diplomático,embajador de España
Bernardo de Mendoza,fecha de reclamaciones diplomáticas,septiembre de 1580
John Barrow,autor de,biografía de Drake
Roberts,autor de,The merchant m p p e of commerce
The merchant m p p e of commerce,año de impresión,1638
expedición de Drake,beneficio por libra invertida,47 libras esterlinas
Isabel I de Inglaterra,acción ceremonial hacia Drake,le nombró caballero
Isabel I de Inglaterra,lugar de función con Drake,Deptford
Pedro Sibara,nacionalidad,español
Pedro Sibara,rol comercial,agente de comerciantes despojados por Drake
David Hume,autor de,Historia de Inglaterra
Historia de Inglaterra de David Hume,traductor,E. de Ochoa
Historia de Inglaterra de David Hume,lugar de publicación de traducción,Barcelona
Historia de Inglaterra de David Hume,año de publicación de traducción,1843
De Thou,autor de,Hist. universelle
Rodrigo de Quiroga,destinatario de aviso sobre ingleses,Coquimbo
Hernando Lamero,cargo naval,piloto
Hernando Lamero,destino de viaje,Callao
Hernando Lamero,fecha de partida,14 de enero de 1579
Rodrigo de Quiroga,destinatario de cartas,Felipe II
Rodrigo de Quiroga,destinatario de cartas,virrey del Perú
Rodrigo de Quiroga,fecha de carta al virrey,12 de enero de 1579
buque San Juan,origen de llegada,sur de Chile
buque San Juan,número de soldados embarcados,noventa
Francisco de Toledo,cargo administrativo,virrey del Perú
Martín Ruiz de Gamboa,fecha de carta al virrey del Perú,1 de abril de 1579
Rodrigo de Quiroga,fecha de carta al virrey del Perú,3 de julio de 1579
Rodrigo de Quiroga,edad aproximada,cerca de ochenta años
Rodrigo de Quiroga,condición de salud,estado de completa decadencia
Martín Ruiz de Gamboa,cargo militar asignado,dirección de operaciones militares
Bernal de Mercado,cargo militar,maestre de campo
Bernal de Mercado,zona de campaña,inmediaciones del Biobío
Juan del Campo de San Miguel,fecha de carta al virrey,10 de junio de 1579
Bernal de Mercado,años de guerra,veinte y siete años
Bernal de Mercado,ubicación de campaña,orillas del Itata
padre Rosales,autor de,Historia general
Historia general del padre Rosales,tomo y página de referencia,"tomo II, p. 377"
insurrección de indios,ubicación,Valdivia y Villarrica
Drake,lugar de aparición según aviso,mares del Perú
Francisco de Villagrán,destinatario de sentencia de,letrados árbitros
Cabildo de Santiago,receptor de,sentencia de los letrados árbitros
sentencia de los letrados árbitros,fecha de llegada a Santiago,3 de octubre
sentencia de los letrados árbitros,fecha de pregón,4 de octubre
Francisco de Villagrán,cargo militar de,Mariscal
Francisco de Villagrán,cargo pretendido de,Capitán General y Justicia Mayor
ciudades de la Imperial y de Valdivia,ubicación geográfica en,sur de Chile
Francisco de Aguirre,cargo pretendido de,Gobernador
Cabildo de Santiago,convocatoria el 5 de octubre por,Francisco de Villagrán
Francisco de Villagrán,solicitante de fondos a,tesoreros del Rey
Francisco de Villagrán,reconocido por,cabildos del sur
Alonso de Reinoso,partidario de,Francisco de Villagrán
Juan de Figueroa,partidario de,Francisco de Villagrán
Cabildo de Santiago,fecha de recibimiento forzado de Villagrán,5 de octubre de 1554
Francisco de Villagrán,monto extraído de cajas reales,38.625 pesos
oficiales reales de Santiago,custodios de,caja real
Francisco de Villagrán,número de hombres organizados,ciento ochenta
Juan Jufré,anfitrión de,Francisco de Villagrán
Cabildo de Santiago,fecha de solicitud de Villagrán,17 de octubre de 1554
Francisco de Villagrán,destino de expedición,sur
Francisco de Aguirre,lugar de residencia,La Serena
Francisco de Aguirre,fundamento de pretensiones,testamento de Valdivia
emisarios de Aguirre,fecha de llegada a Santiago,30 de noviembre
Cabildo de Santiago,fecha de contestación a Aguirre,30 de noviembre
cabildo abierto en iglesia mayor,fecha de celebración,8 de diciembre
cabildo abierto del 8 de diciembre,lugar de celebración,capilla principal de la iglesia mayor de Santiago
escribano de cabildo,función en cabildo abierto,expositor de hechos
ejército de la audiencia de Lima,fecha de derrota a Hernández Jirón,8 de octubre de 1554
Hernández Jirón,condición política,rebelde
batalla contra Hernández Jirón,ubicación geográfica,sur del Perú
Audiencia de Lima,emisario enviado a,Francisco de Aguirre
Cabildo de Santiago,fecha de noticia de aprestos de Aguirre,2 de enero de 1555
Cabildo de Santiago,fecha de reunión por amenaza de Aguirre,2 de enero de 1555
Rodrigo de Quiroga,comisionado del Cabildo para,encuentro con Aguirre
González Marmolejo,cargo de,cura
González Marmolejo,comisionado del Cabildo para,encuentro con Aguirre
Rodrigo de Araya,cargo de,alcalde de Santiago
Rodrigo de Quiroga,cargo militar de,capitán
Francisco de Villagrán,cargo de trabajo según sentencia,general del ejército de operaciones
gobernación de Nueva Extremadura,territorio gobernado por,Gobernador de Chile
Bernal de Mercado,destinatario de carta del,virrey del Perú
carta de Bernal de Mercado al virrey del Perú,fecha de,15 de junio de 1579
capitán Juan Álvarez de Luna,cargo de,maestre de campo
capitán Juan Álvarez de Luna,subordinado de,mariscal Ruiz de Gamboa
Rodrigo de Quiroga,cargo de,Gobernador
carta de Quiroga al virrey del Perú,fecha de,3 de julio de 1579
mariscal Ruiz de Gamboa,relación familiar con,Rodrigo de Quiroga
ciudad de Chillán,origen en,fuerte establecido por Ruiz de Gamboa
fuerte origen de Chillán,ubicación entre,ríos Itata y Nuble
maestre de campo Álvarez de Luna,lugar de salida en primavera de 1579,ciudades de Valdivia
Rodrigo de Quiroga,años de gobierno,seis años
Bravo de Saravia,entrega de mando en,1575
Rodrigo de Quiroga,fecha de muerte,25 de febrero de 1580
cadáver de Rodrigo de Quiroga,lugar de sepultura,iglesia de los padres mercedarios
Rodrigo de Quiroga,edad aproximada al morir,ochenta años
Rodrigo de Quiroga,años de residencia en Chile,cuarenta años
doctor Lope de Azócar,cargo de,teniente gobernador
Pedro de Valdivia,líder de campaña de,1540
Rodrigo de Quiroga,participante en,fundación de Santiago
Rodrigo de Quiroga,años de servicio en conquista de Chile,cuarenta años
Francisco de Aguirre,lugar de residencia,La Serena
Francisco de Aguirre,fundador de,La Serena
La Serena,año de fundación,1549
don García Hurtado de Mendoza,año de llegada a Chile,1557
don García Hurtado de Mendoza,responsable del aprisionamiento de,Francisco de Aguirre
Francisco de Villagrán,cargo otorgado por,Felipe II
Francisco de Villagrán,cargo de gobierno de,Chile
Francisco de Aguirre,cargo otorgado por el virrey conde de Nieva de,provincia de Tucumán
Francisco de Aguirre,año de abjuración de errores,1 de abril de 1692
Francisco de Aguirre,lugar de abjuración,ante el obispo de Charcas
tribunal de la Inquisición en virreinato del Perú,año de institución,1570
don Jerónimo Luis de Cabrera,cargo de,gobernador de Tucumán
nombramiento de Cabrera como gobernador,fecha de,20 de septiembre de 1575
nombramiento de Cabrera como gobernador,lugar de emisión,Cuzco
Francisco de Aguirre,año de retorno a Chile,1576
Francisco de Aguirre,edad aproximada al solicitar mercedes al Rey,ochenta años
Francisco de Aguirre,años de servicio en reinos americanos,cuarenta años
Francisco de Aguirre,autor de carta a,V.M. (Su Majestad)
Francisco de Aguirre,lugar de residencia,ciudad de la Serena
Francisco de Aguirre,cantidad de gasto en servicio,más de trescientos mil pesos
Francisco de Aguirre,tiempo de servicio del hijo,veinte años
Francisco de Aguirre,número de hijos perdidos en servicio,tres hijos
Francisco de Aguirre,pérdidas familiares en servicio,un yerno y un hermano y tres sobrinos
carta de Francisco de Aguirre,fecha de,julio de 1580
carta de Francisco de Aguirre,lugar de origen,"ciudad de la Serena, Chile"
Capítulo Duodécimo,tema sobre,gobierno acéfalo y desastres de los españoles
Capítulo Duodécimo,tema sobre,despoblación de ciudades del sur en 1554
fuerte de Purén,evento de,despoblación
ciudad de los Confines,evento de,despoblación
Francisco de Villagrán,llamado desde,el sur
fuerte de Arauco,evento de,despoblación
Cabildo de Concepción,acción de,aclamar Gobernador a Francisco de Villagrán
cabildo de Santiago,acción de nombramiento,Rodrigo de Quiroga como gobernador interino
Francisco de Villagrán,reconocimiento como Gobernador en,Valdivia
Francisco de Villagrán,reconocimiento como Gobernador en,la Imperial
Francisco de Villagrán,llegada a,Concepción
batalla de Marigueñu,caracterización,desastrosa derrota
Francisco de Villagrán,acción sobre,despuebla Concepción
Lautaro,acción sobre ciudad de,saquean y destruyen Concepción
Capítulo Decimotercero,tema sobre,competencias entre Villagrán y Aguirre sobre gobierno de Chile
Capítulo Decimotercero,período temporal,1554-1555
cabildo de Santiago,intento de,dividir Chile en dos gobernaciones separadas
Gaspar Orense,misión a,el Perú y España
Gaspar Orense,propósito de misión,comunicar los desastres de la guerra de Chile
Francisco de Villagrán,llegada a Santiago con,fugitivos de Concepción
cabildo de Santiago,acción de,asume el mando de la ciudad y su distrito
Francisco de Aguirre,lugar de regreso desde,Tucumán
Francisco de Aguirre,reclamación de,gobierno de Chile
cabildo de Santiago,acción sobre competencia,somete al fallo arbitral de dos letrados la competencia entre Villagrán y Aguirre
Francisco de Villagrán,acción ante fallo,desobedece el fallo de los letrados
Francisco de Villagrán,método de toma de gobierno,se apodera por la fuerza del gobierno
Capítulo Decimocuarto,tema sobre,cabildos encargados del gobierno de sus distritos
Capítulo Decimocuarto,período temporal,1554-1556
defensores de la Imperial y Valdivia,acción en guerra,sostienen con ventaja la guerra contra los indios
indios rebelados,afectados por,hambre y peste
audiencia de Lima,resolución de,alcaldes de los cabildos conserven el gobierno en sus distritos respectivos
cabildos,acuerdo de,pedir el nombramiento de un Gobernador
ciudad de Concepción,evento de,repoblación
ciudad de Concepción,evento posterior,destruida por segunda vez
Capítulo Decimoquinto,tema sobre,nombramiento de gobernador para Chile
Capítulo Decimoquinto,tema sobre,derrota y muerte de Lautaro
Capítulo Decimoquinto,período temporal,1556-1557
Jerónimo de Alderete,rol en,desempeña misión en la Corte
Jerónimo de Alderete,cargo de nombramiento,gobernador de Chile
gobierno de Chile bajo Alderete,ampliación territorial hasta,estrecho de Magallanes
Francisco de Villagrán,cargo nombrado por audiencia de Lima,corregidor y justicia mayor de Chile
Francisco de Villagrán,lugar de reconocimiento de cargo,La Serena
don García Hurtado de Mendoza,nombrado por,virrey del Perú
don García Hurtado de Mendoza,cargo de nombramiento,gobernador de Chile
don García Hurtado de Mendoza,motivo de nombramiento,muerte del general Alderete
Lautaro,rol militar,a la cabeza de un cuerpo de guerreros
Lautaro,dirección de campaña,al norte del río Maule
Pedro de Villagrán,acción militar,sale a encuentro de Lautaro
combate de Mataquito,participantes,Pedro de Villagrán y Lautaro
Lautaro,dirección de retirada,al sur
Francisco de Villagrán,destino de partida,socorrer las ciudades del sur
